TrH2_TrispH2_004461-RA	HoiH23_PlH23_009112-RA
Hhon_g00297.t1	TrH2_TrispH2_011444
HoiH23_PlH23_008711	TrH2_TrispH2_011444
HoiH23_PlH23_008711	Hhon_g00297.t1
Hhon_g00298.t1	TrH2_TrispH2_011443
HoiH23_PlH23_008710	TrH2_TrispH2_011443
HoiH23_PlH23_008710	Hhon_g00298.t1
Tadh_TriadG62378	TrH2_TrispH2_011443
Tadh_TriadG62378	Hhon_g00298.t1
Tadh_TriadG62378	HoiH23_PlH23_008710
Hhon_g00304.t1	TrH2_TrispH2_009378
HoiH23_PlH23_008704	TrH2_TrispH2_009378
HoiH23_PlH23_008704	Hhon_g00304.t1
HoiH23_PlH23_008704	Tadh_TriadG20691
Tadh_TriadG20691	TrH2_TrispH2_009378
Tadh_TriadG20691	Hhon_g00304.t1
HoiH23_PlH23_008701	TrH2_TrispH2_009376
HoiH23_PlH23_008701	Hhon_g00306.t1
HoiH23_PlH23_008701	Tadh_TriadG53986
Hhon_g00306.t1	TrH2_TrispH2_009376
Tadh_TriadG53986	TrH2_TrispH2_009376
Tadh_TriadG53986	Hhon_g00306.t1
Tadh_TriadG53983	TrH2_TrispH2_009373
Tadh_TriadG53983	Hhon_g00308.t1
HoiH23_PlH23_008699	TrH2_TrispH2_009373
HoiH23_PlH23_008699	Hhon_g00308.t1
HoiH23_PlH23_008699	Tadh_TriadG53983
Hhon_g00308.t1	TrH2_TrispH2_009373
HoiH23_PlH23_011227	TrH2_TrispH2_009371
HoiH23_PlH23_011227	Hhon_g00310.t1
HoiH23_PlH23_011227	Tadh_TriadG20514
Tadh_TriadG20514	TrH2_TrispH2_009371
Tadh_TriadG20514	Hhon_g00310.t1
Hhon_g00310.t1	TrH2_TrispH2_009371
Tadh_TriadG53977	HoiH23_PlH23_010102
Tadh_TriadG53977	TrH2_TrispH2_009614
Tadh_TriadG53977	Hhon_g00312.t1
Hhon_g00312.t1	HoiH23_PlH23_010102
Hhon_g00312.t1	TrH2_TrispH2_009614
TrH2_TrispH2_009614	HoiH23_PlH23_010102
Tadh_TriadG53975	HoiH23_PlH23_010101
Tadh_TriadG53975	TrH2_TrispH2_009612
Tadh_TriadG53975	Hhon_g00313.t1
Hhon_g00313.t1	HoiH23_PlH23_010101
Hhon_g00313.t1	TrH2_TrispH2_009612
TrH2_TrispH2_009612	HoiH23_PlH23_010101
Hhon_g00321.t1	HoiH23_PlH23_009488
Hhon_g00321.t1	TrH2_TrispH2_009604
TrH2_TrispH2_009604	HoiH23_PlH23_009488
Tadh_TriadG15952	HoiH23_PlH23_009488
Tadh_TriadG15952	TrH2_TrispH2_009604
Tadh_TriadG15952	Hhon_g00321.t1
TrH2_TrispH2_009603	HoiH23_PlH23_009487
Hhon_g00322.t1	HoiH23_PlH23_009487
Hhon_g00322.t1	TrH2_TrispH2_009603
Tadh_TriadG53964	HoiH23_PlH23_009487
Tadh_TriadG53964	TrH2_TrispH2_009603
Tadh_TriadG53964	Hhon_g00322.t1
TrH2_TrispH2_009601	HoiH23_PlH23_009485
Hhon_g00324.t1	HoiH23_PlH23_009485
Hhon_g00324.t1	TrH2_TrispH2_009601
Tadh_TriadG53962	HoiH23_PlH23_009485
Tadh_TriadG53962	TrH2_TrispH2_009601
Tadh_TriadG53962	Hhon_g00324.t1
TrH2_TrispH2_009600	HoiH23_PlH23_009484
Hhon_g00325.t1	HoiH23_PlH23_009484
Hhon_g00325.t1	TrH2_TrispH2_009600
Tadh_TriadG63703	HoiH23_PlH23_009484
Tadh_TriadG63703	TrH2_TrispH2_009600
Tadh_TriadG63703	Hhon_g00325.t1
TrH2_TrispH2_009599	HoiH23_PlH23_009483
Hhon_g00326.t1	HoiH23_PlH23_009483
Hhon_g00326.t1	TrH2_TrispH2_009599
Tadh_TriadG21553	HoiH23_PlH23_009483
Tadh_TriadG21553	TrH2_TrispH2_009599
Tadh_TriadG21553	Hhon_g00326.t1
HoiH23_PlH23_010833	TrH2_TrispH2_010980
HoiH23_PlH23_010833	Hhon_g00332.t1
HoiH23_PlH23_010833	Tadh_TriadG21297
Tadh_TriadG21297	TrH2_TrispH2_010980
Tadh_TriadG21297	Hhon_g00332.t1
Hhon_g00332.t1	TrH2_TrispH2_010980
Hhon_g00333.t1	TrH2_TrispH2_010981
Tadh_TriadG21840	TrH2_TrispH2_010981
Tadh_TriadG21840	Hhon_g00333.t1
HoiH23_PlH23_010832	TrH2_TrispH2_010981
HoiH23_PlH23_010832	Hhon_g00333.t1
HoiH23_PlH23_010832	Tadh_TriadG21840
Tadh_TriadG53952	TrH2_TrispH2_010983
Tadh_TriadG53952	Hhon_g00336.t1
Hhon_g00336.t1	TrH2_TrispH2_010983
HoiH23_PlH23_010830	TrH2_TrispH2_010983
HoiH23_PlH23_010830	Hhon_g00336.t1
HoiH23_PlH23_010830	Tadh_TriadG53952
Tadh_TriadG53950	TrH2_TrispH2_005700
Tadh_TriadG53950	Hhon_g00338.t1
Hhon_g00338.t1	TrH2_TrispH2_005700
HoiH23_PlH23_010661	TrH2_TrispH2_005700
HoiH23_PlH23_010661	Hhon_g00338.t1
HoiH23_PlH23_010661	Tadh_TriadG53950
Hhon_g00344.t1	TrH2_TrispH2_005698
Hhon_g00341.t1	TrH2_TrispH2_005698
Tadh_TriadG53947	Hhon_g00344.t1
Tadh_TriadG53947	TrH2_TrispH2_005698
Tadh_TriadG53947	Hhon_g00341.t1
HoiH23_PlH23_003742	Tadh_TriadG53947
HoiH23_PlH23_003742	TrH2_TrispH2_005698
HoiH23_PlH23_003742	Hhon_g00341.t1
Hhon_g00347.t1	TrH2_TrispH2_005695
Tadh_TriadG53944	TrH2_TrispH2_005695
Tadh_TriadG53944	Hhon_g00347.t1
HoiH23_PlH23_003739	TrH2_TrispH2_005695
HoiH23_PlH23_003739	Hhon_g00347.t1
HoiH23_PlH23_003739	Tadh_TriadG53944
Tadh_TriadG53941	TrH2_TrispH2_005693
Tadh_TriadG53941	Hhon_g00349.t1
Hhon_g00349.t1	TrH2_TrispH2_005693
HoiH23_PlH23_003737	TrH2_TrispH2_005693
HoiH23_PlH23_003737	Hhon_g00349.t1
HoiH23_PlH23_003737	Tadh_TriadG53941
Hhon_g00350.t1	TrH2_TrispH2_005692
HoiH23_PlH23_003736	TrH2_TrispH2_005692
HoiH23_PlH23_003736	Hhon_g00350.t1
HoiH23_PlH23_003736	Tadh_TriadG63700
Tadh_TriadG63700	TrH2_TrispH2_005692
Tadh_TriadG63700	Hhon_g00350.t1
Tadh_TriadG63698	TrH2_TrispH2_005690
Tadh_TriadG63698	Hhon_g00352.t1
HoiH23_PlH23_003734	TrH2_TrispH2_005690
HoiH23_PlH23_003734	Hhon_g00352.t1
HoiH23_PlH23_003734	Tadh_TriadG63698
Hhon_g00352.t1	TrH2_TrispH2_005690
HoiH23_PlH23_003729	TrH2_TrispH2_005686
HoiH23_PlH23_003729	Hhon_g00357.t1
HoiH23_PlH23_003729	Tadh_wf_g2701
Hhon_g00357.t1	TrH2_TrispH2_005686
Tadh_wf_g2701	TrH2_TrispH2_005686
Tadh_wf_g2701	Hhon_g00357.t1
HoiH23_PlH23_003723	TrH2_TrispH2_005680
HoiH23_PlH23_003723	Hhon_g00362.t1
HoiH23_PlH23_003723	Tadh_TriadG53928
Tadh_TriadG53928	TrH2_TrispH2_005680
Tadh_TriadG53928	Hhon_g00362.t1
Hhon_g00362.t1	TrH2_TrispH2_005680
Hhon_g00371.t1	TrH2_TrispH2_005673
HoiH23_PlH23_003714	TrH2_TrispH2_005673
HoiH23_PlH23_003714	Hhon_g00371.t1
HoiH23_PlH23_003714	Tadh_TriadG21266
Tadh_TriadG21266	TrH2_TrispH2_005673
Tadh_TriadG21266	Hhon_g00371.t1
Tadh_TriadG53916	TrH2_TrispH2_005671
Tadh_TriadG53916	Hhon_g00372.t1
HoiH23_PlH23_003713	TrH2_TrispH2_005671
HoiH23_PlH23_003713	Hhon_g00372.t1
HoiH23_PlH23_003713	Tadh_TriadG53916
Hhon_g00372.t1	TrH2_TrispH2_005671
Tadh_TriadG37272	TrH2_TrispH2_005670
Tadh_TriadG37272	Hhon_g00373.t1
HoiH23_PlH23_003712	TrH2_TrispH2_005670
HoiH23_PlH23_003712	Hhon_g00373.t1
HoiH23_PlH23_003712	Tadh_TriadG37272
Hhon_g00373.t1	TrH2_TrispH2_005670
HoiH23_PlH23_001765	TrH2_TrispH2_002797
HoiH23_PlH23_001765	Hhon_g00389.t1
Tadh_TriadG63696	TrH2_TrispH2_002797
Tadh_TriadG63696	Hhon_g00389.t1
Tadh_TriadG63696	HoiH23_PlH23_001765
Hhon_g00389.t1	TrH2_TrispH2_002797
Tadh_TriadG63695	TrH2_TrispH2_002796
Tadh_TriadG63695	Hhon_g00391.t1
Tadh_TriadG63695	HoiH23_PlH23_001768
Hhon_g00391.t1	TrH2_TrispH2_002796
HoiH23_PlH23_001768	TrH2_TrispH2_002796
HoiH23_PlH23_001768	Hhon_g00391.t1
Tadh_TriadG7491	TrH2_TrispH2_002795
Tadh_TriadG7491	Hhon_g00392.t1
Tadh_TriadG7491	HoiH23_PlH23_001769
Hhon_g00392.t1	TrH2_TrispH2_002795
HoiH23_PlH23_001769	TrH2_TrispH2_002795
HoiH23_PlH23_001769	Hhon_g00392.t1
HoiH23_PlH23_001772	TrH2_TrispH2_002791
HoiH23_PlH23_001772	Hhon_g00397.t1
Hhon_g00397.t1	TrH2_TrispH2_002791
Tadh_TriadG53891	TrH2_TrispH2_002791
Tadh_TriadG53891	Hhon_g00397.t1
Tadh_TriadG53891	HoiH23_PlH23_001772
Hhon_g00399.t1	TrH2_TrispH2_002789
HoiH23_PlH23_001774	TrH2_TrispH2_002789
HoiH23_PlH23_001774	Hhon_g00399.t1
Tadh_TriadG21703	TrH2_TrispH2_002789
Tadh_TriadG21703	Hhon_g00399.t1
Tadh_TriadG21703	HoiH23_PlH23_001774
Hhon_g00401.t1	TrH2_TrispH2_002787
HoiH23_PlH23_001776	TrH2_TrispH2_002787
HoiH23_PlH23_001776	Hhon_g00401.t1
HoiH23_PlH23_001778	TrH2_TrispH2_002785
HoiH23_PlH23_001778	Hhon_g00403.t1
Hhon_g00403.t1	TrH2_TrispH2_002785
Tadh_TriadG37267	TrH2_TrispH2_002785
Tadh_TriadG37267	Hhon_g00403.t1
Tadh_TriadG37267	HoiH23_PlH23_001778
Hhon_g00408.t1	TrH2_TrispH2_002780
Tadh_TriadG53881	TrH2_TrispH2_002780
Tadh_TriadG53881	Hhon_g00408.t1
Tadh_TriadG53881	HoiH23_PlH23_001783
HoiH23_PlH23_001783	TrH2_TrispH2_002780
HoiH23_PlH23_001783	Hhon_g00408.t1
Tadh_TriadG20725	TrH2_TrispH2_002775
Tadh_TriadG20725	Hhon_g00411.t1
Tadh_TriadG20725	HoiH23_PlH23_001787
HoiH23_PlH23_001787	TrH2_TrispH2_002775
HoiH23_PlH23_001787	Hhon_g00411.t1
Hhon_g00411.t1	TrH2_TrispH2_002775
HoiH23_PlH23_001788	Hhon_g00412.t1
HoiH23_PlH23_001788	TrH2_TrispH2_002774
Hhon_g00412.t1	TrH2_TrispH2_002774
Tadh_TriadG20747	HoiH23_PlH23_001788
Tadh_TriadG20747	TrH2_TrispH2_002774
Tadh_TriadG20747	Hhon_g00412.t1
HoiH23_PlH23_001789	TrH2_TrispH2_002773
HoiH23_PlH23_001789	Hhon_g00413.t1
Tadh_TriadG20923	TrH2_TrispH2_002773
Tadh_TriadG20923	Hhon_g00413.t1
Tadh_TriadG20923	HoiH23_PlH23_001789
Hhon_g00413.t1	TrH2_TrispH2_002773
Hhon_g00415.t1	TrH2_TrispH2_002771
HoiH23_PlH23_001791	TrH2_TrispH2_002771
HoiH23_PlH23_001791	Hhon_g00415.t1
Tadh_TriadG53874	TrH2_TrispH2_002771
Tadh_TriadG53874	Hhon_g00415.t1
Tadh_TriadG53874	HoiH23_PlH23_001791
Tadh_TriadG21810	TrH2_TrispH2_002766
Tadh_TriadG21810	Hhon_g00420.t1
Tadh_TriadG21810	HoiH23_PlH23_001796
Hhon_g00420.t1	TrH2_TrispH2_002766
HoiH23_PlH23_001796	TrH2_TrispH2_002766
HoiH23_PlH23_001796	Hhon_g00420.t1
HoiH23_PlH23_001797	TrH2_TrispH2_002765
HoiH23_PlH23_001797	Hhon_g00421.t1
Tadh_TriadG53868	TrH2_TrispH2_002765
Tadh_TriadG53868	Hhon_g00421.t1
Tadh_TriadG53868	HoiH23_PlH23_001797
Hhon_g00421.t1	TrH2_TrispH2_002765
Tadh_TriadG63691	TrH2_TrispH2_002764
Tadh_TriadG63691	Hhon_g00422.t1
Tadh_TriadG63691	HoiH23_PlH23_001798
Hhon_g00422.t1	TrH2_TrispH2_002764
HoiH23_PlH23_001798	TrH2_TrispH2_002764
HoiH23_PlH23_001798	Hhon_g00422.t1
Hhon_g00423.t1	TrH2_TrispH2_002763
Tadh_TriadG53866	TrH2_TrispH2_002763
Tadh_TriadG53866	Hhon_g00423.t1
Tadh_TriadG53866	HoiH23_PlH23_001799
HoiH23_PlH23_001799	TrH2_TrispH2_002763
HoiH23_PlH23_001799	Hhon_g00423.t1
Hhon_g00425.t1	TrH2_TrispH2_002761
HoiH23_PlH23_001801	TrH2_TrispH2_002761
HoiH23_PlH23_001801	Hhon_g00425.t1
Tadh_TriadG53863	TrH2_TrispH2_002761
Tadh_TriadG53863	Hhon_g00425.t1
Tadh_TriadG53863	HoiH23_PlH23_001801
Hhon_g00429.t1	TrH2_TrispH2_002757
Tadh_TriadG53859	TrH2_TrispH2_002757
Tadh_TriadG53859	Hhon_g00429.t1
Tadh_TriadG53859	HoiH23_PlH23_001805
HoiH23_PlH23_001805	TrH2_TrispH2_002757
HoiH23_PlH23_001805	Hhon_g00429.t1
Hhon_g00448.t1	TrH2_TrispH2_002747
HoiH23_PlH23_009556	TrH2_TrispH2_002747
HoiH23_PlH23_009556	Hhon_g00448.t1
Tadh_wf_g2614	TrH2_TrispH2_002747
Tadh_wf_g2614	Hhon_g00448.t1
Tadh_wf_g2614	HoiH23_PlH23_009556
Tadh_TriadG53843	TrH2_TrispH2_002743
Tadh_TriadG53843	Hhon_g00452.t1
Tadh_TriadG53843	HoiH23_PlH23_009552
HoiH23_PlH23_009552	TrH2_TrispH2_002743
HoiH23_PlH23_009552	Hhon_g00452.t1
Hhon_g00452.t1	TrH2_TrispH2_002743
HoiH23_PlH23_005312	TrH2_TrispH2_002738
HoiH23_PlH23_005312	Hhon_g00456.t1
HoiH23_PlH23_005312	Tadh_TriadG21464
Hhon_g00456.t1	TrH2_TrispH2_002738
Tadh_TriadG21464	TrH2_TrispH2_002738
Tadh_TriadG21464	Hhon_g00456.t1
Hhon_g00457.t1	TrH2_TrispH2_002737
Tadh_wf_g2603	TrH2_TrispH2_002737
Tadh_wf_g2603	Hhon_g00457.t1
HoiH23_PlH23_005311	TrH2_TrispH2_002737
HoiH23_PlH23_005311	Hhon_g00457.t1
HoiH23_PlH23_005311	Tadh_wf_g2603
HoiH23_PlH23_005307	TrH2_TrispH2_002732
HoiH23_PlH23_005307	Hhon_g00461.t1
HoiH23_PlH23_005307	Tadh_TriadG53832
Hhon_g00461.t1	TrH2_TrispH2_002732
Tadh_TriadG53832	TrH2_TrispH2_002732
Tadh_TriadG53832	Hhon_g00461.t1
Hhon_g00463.t1	TrH2_TrispH2_002731
Tadh_TriadG53830	TrH2_TrispH2_002731
Tadh_TriadG53830	Hhon_g00463.t1
HoiH23_PlH23_005306	TrH2_TrispH2_002731
HoiH23_PlH23_005306	Hhon_g00463.t1
HoiH23_PlH23_005306	Tadh_TriadG53830
Hhon_g00465.t1	TrH2_TrispH2_002729
Tadh_TriadG53828	TrH2_TrispH2_002729
Tadh_TriadG53828	Hhon_g00465.t1
HoiH23_PlH23_005304	TrH2_TrispH2_002729
HoiH23_PlH23_005304	Hhon_g00465.t1
HoiH23_PlH23_005304	Tadh_TriadG53828
Tadh_wf_g2594	TrH2_TrispH2_002728
Tadh_wf_g2594	Hhon_g00467.t1
Hhon_g00467.t1	TrH2_TrispH2_002728
HoiH23_PlH23_005301	TrH2_TrispH2_002727
HoiH23_PlH23_005301	Hhon_g00468.t1
HoiH23_PlH23_005301	Tadh_wf_g2593
Hhon_g00468.t1	TrH2_TrispH2_002727
Tadh_wf_g2593	TrH2_TrispH2_002727
Tadh_wf_g2593	Hhon_g00468.t1
HoiH23_PlH23_005297	TrH2_TrispH2_002723
HoiH23_PlH23_005297	Hhon_g00472.t1
HoiH23_PlH23_005297	Tadh_TriadG53824
Tadh_TriadG53824	TrH2_TrispH2_002723
Tadh_TriadG53824	Hhon_g00472.t1
Hhon_g00472.t1	TrH2_TrispH2_002723
Hhon_g00487.t1	HoiH23_PlH23_006580
Hhon_g00487.t1	TrH2_TrispH2_002711
Tadh_TriadG17273	HoiH23_PlH23_006580
Tadh_TriadG17273	TrH2_TrispH2_002711
Tadh_TriadG17273	Hhon_g00487.t1
TrH2_TrispH2_002711	HoiH23_PlH23_006580
Tadh_TriadG53808	HoiH23_PlH23_006581
Tadh_TriadG53808	TrH2_TrispH2_002710
Tadh_TriadG53808	Hhon_g00488.t1
TrH2_TrispH2_002710	HoiH23_PlH23_006581
Hhon_g00488.t1	HoiH23_PlH23_006581
Hhon_g00488.t1	TrH2_TrispH2_002710
Tadh_TriadG53807	HoiH23_PlH23_006582
Tadh_TriadG53807	TrH2_TrispH2_002709
Tadh_TriadG53807	Hhon_g00489.t1
Hhon_g00489.t1	HoiH23_PlH23_006582
Hhon_g00489.t1	TrH2_TrispH2_002709
TrH2_TrispH2_002709	HoiH23_PlH23_006582
Tadh_TriadG53805	HoiH23_PlH23_006585
Tadh_TriadG53805	TrH2_TrispH2_002707
Tadh_TriadG53805	Hhon_g00492.t1
TrH2_TrispH2_002707	HoiH23_PlH23_006585
Hhon_g00492.t1	HoiH23_PlH23_006585
Hhon_g00492.t1	TrH2_TrispH2_002707
Hhon_g00533.t1	TrH2_TrispH2_002540
Hhon_g00533.t1	HoiH23_PlH23_001160
Tadh_TriadG22780	TrH2_TrispH2_002540
Tadh_TriadG22780	HoiH23_PlH23_001160
Tadh_TriadG22780	Hhon_g00533.t1
HoiH23_PlH23_001160	TrH2_TrispH2_002540
HoiH23_PlH23_001153	TrH2_TrispH2_002543
Hhon_g00538.t1	TrH2_TrispH2_002543
Hhon_g00538.t1	HoiH23_PlH23_001153
Tadh_TriadG22538	TrH2_TrispH2_002543
Tadh_TriadG22538	HoiH23_PlH23_001153
Tadh_TriadG22538	Hhon_g00538.t1
Tadh_TriadG54171	TrH2_TrispH2_002553
Tadh_TriadG54171	HoiH23_PlH23_001145
Tadh_TriadG54171	Hhon_g00546.t1
Hhon_g00546.t1	TrH2_TrispH2_002553
Hhon_g00546.t1	HoiH23_PlH23_001145
HoiH23_PlH23_001145	TrH2_TrispH2_002553
Hhon_g00547.t1	TrH2_TrispH2_002554
Hhon_g00547.t1	HoiH23_PlH23_001144
HoiH23_PlH23_001144	TrH2_TrispH2_002554
Tadh_TriadG54172	TrH2_TrispH2_002554
Tadh_TriadG54172	HoiH23_PlH23_001144
Tadh_TriadG54172	Hhon_g00547.t1
Tadh_TriadG22252	TrH2_TrispH2_002555
Tadh_TriadG22252	HoiH23_PlH23_001143
Tadh_TriadG22252	Hhon_g00548.t1
HoiH23_PlH23_001143	TrH2_TrispH2_002555
Hhon_g00548.t1	TrH2_TrispH2_002555
Hhon_g00548.t1	HoiH23_PlH23_001143
Tadh_TriadG54176	TrH2_TrispH2_002558
Tadh_TriadG54176	HoiH23_PlH23_001140
Tadh_TriadG54176	Hhon_g00550.t1
HoiH23_PlH23_001140	TrH2_TrispH2_002558
Hhon_g00550.t1	TrH2_TrispH2_002558
Hhon_g00550.t1	HoiH23_PlH23_001140
Tadh_wf_g2949	TrH2_TrispH2_002559
Tadh_wf_g2949	HoiH23_PlH23_001139
Tadh_wf_g2949	Hhon_g00551.t1
Hhon_g00551.t1	TrH2_TrispH2_002559
Hhon_g00551.t1	HoiH23_PlH23_001139
HoiH23_PlH23_001139	TrH2_TrispH2_002559
HoiH23_PlH23_001138	TrH2_TrispH2_002560
Hhon_g00552.t1	TrH2_TrispH2_002560
Hhon_g00552.t1	HoiH23_PlH23_001138
Tadh_TriadG54177	TrH2_TrispH2_002560
Tadh_TriadG54177	HoiH23_PlH23_001138
Tadh_TriadG54177	Hhon_g00552.t1
Tadh_TriadG54178	TrH2_TrispH2_002561
Tadh_TriadG54178	HoiH23_PlH23_001137
Tadh_TriadG54178	Hhon_g00553.t1
Hhon_g00553.t1	TrH2_TrispH2_002561
Hhon_g00553.t1	HoiH23_PlH23_001137
HoiH23_PlH23_001137	TrH2_TrispH2_002561
Hhon_g00556.t1	TrH2_TrispH2_002566
Hhon_g00556.t1	HoiH23_PlH23_001133
Tadh_TriadG54182	TrH2_TrispH2_002566
Tadh_TriadG54182	HoiH23_PlH23_001133
Tadh_TriadG54182	Hhon_g00556.t1
HoiH23_PlH23_001133	TrH2_TrispH2_002566
Tadh_TriadG54183	TrH2_TrispH2_002567
Tadh_TriadG54183	HoiH23_PlH23_001132
Tadh_TriadG54183	Hhon_g00557.t1
Hhon_g00557.t1	TrH2_TrispH2_002567
Hhon_g00557.t1	HoiH23_PlH23_001132
HoiH23_PlH23_001132	TrH2_TrispH2_002567
HoiH23_PlH23_001131	TrH2_TrispH2_002568
Hhon_g00558.t1	TrH2_TrispH2_002568
Hhon_g00558.t1	HoiH23_PlH23_001131
Tadh_TriadG63724	TrH2_TrispH2_002568
Tadh_TriadG63724	HoiH23_PlH23_001131
Tadh_TriadG63724	Hhon_g00558.t1
HoiH23_PlH23_001128	TrH2_TrispH2_002571
Tadh_TriadG54187	TrH2_TrispH2_002571
Tadh_TriadG54187	HoiH23_PlH23_001128
Tadh_TriadG54187	Hhon_g00561.t1
Hhon_g00561.t1	TrH2_TrispH2_002571
Hhon_g00561.t1	HoiH23_PlH23_001128
Hhon_g00564.t1	TrH2_TrispH2_002573
Hhon_g00564.t1	HoiH23_PlH23_001126
Tadh_TriadG23075	TrH2_TrispH2_002573
Tadh_TriadG23075	HoiH23_PlH23_001126
Tadh_TriadG23075	Hhon_g00564.t1
HoiH23_PlH23_001126	TrH2_TrispH2_002573
Hhon_g00565.t1	TrH2_TrispH2_002574
Hhon_g00565.t1	HoiH23_PlH23_001125
Tadh_TriadG54190	TrH2_TrispH2_002574
Tadh_TriadG54190	HoiH23_PlH23_001125
Tadh_TriadG54190	Hhon_g00565.t1
HoiH23_PlH23_001125	TrH2_TrispH2_002574
Hhon_g00567.t1	TrH2_TrispH2_002576
Hhon_g00567.t1	HoiH23_PlH23_001123
HoiH23_PlH23_001123	TrH2_TrispH2_002576
Tadh_TriadG54192	TrH2_TrispH2_002576
Tadh_TriadG54192	HoiH23_PlH23_001123
Tadh_TriadG54192	Hhon_g00567.t1
Tadh_TriadG54193	TrH2_TrispH2_002577
Tadh_TriadG54193	HoiH23_PlH23_001122
Tadh_TriadG54193	Hhon_g00568.t1
HoiH23_PlH23_001122	TrH2_TrispH2_002577
Hhon_g00568.t1	TrH2_TrispH2_002577
Hhon_g00568.t1	HoiH23_PlH23_001122
HoiH23_PlH23_001120	TrH2_TrispH2_002579
Tadh_TriadG15482	TrH2_TrispH2_002579
Tadh_TriadG15482	HoiH23_PlH23_001120
Tadh_TriadG15482	Hhon_g00570.t1
Hhon_g00570.t1	TrH2_TrispH2_002579
Hhon_g00570.t1	HoiH23_PlH23_001120
HoiH23_PlH23_010338	TrH2_TrispH2_002582
HoiH23_PlH23_010338	Hhon_g00573.t1
HoiH23_PlH23_010338	Tadh_TriadG54198
Hhon_g00573.t1	TrH2_TrispH2_002582
Tadh_TriadG54198	TrH2_TrispH2_002582
Tadh_TriadG54198	Hhon_g00573.t1
Hhon_g00581.t1	HoiH23_PlH23_010620
Hhon_g00581.t1	TrH2_TrispH2_010363
TrH2_TrispH2_010363	HoiH23_PlH23_010620
Tadh_TriadG35611	HoiH23_PlH23_010620
Tadh_TriadG35611	TrH2_TrispH2_010363
Tadh_TriadG35611	Hhon_g00581.t1
Tadh_TriadG54205	TrH2_TrispH2_010366
Tadh_TriadG54205	HoiH23_PlH23_010618
Tadh_TriadG54205	Hhon_g00583.t1
Hhon_g00583.t1	TrH2_TrispH2_010366
Hhon_g00583.t1	HoiH23_PlH23_010618
TrH2_TrispH2_010366	HoiH23_PlH23_010618
Hhon_g00584.t1	TrH2_TrispH2_010367
Hhon_g00584.t1	HoiH23_PlH23_009884
Tadh_TriadG22495	TrH2_TrispH2_010367
Tadh_TriadG22495	HoiH23_PlH23_009884
Tadh_TriadG22495	Hhon_g00584.t1
HoiH23_PlH23_009884	TrH2_TrispH2_010367
Tadh_TriadG16229	TrH2_TrispH2_010372
Tadh_TriadG16229	HoiH23_PlH23_009880
Tadh_TriadG16229	Hhon_g00588.t1
HoiH23_PlH23_009880	TrH2_TrispH2_010372
Hhon_g00588.t1	TrH2_TrispH2_010372
Hhon_g00588.t1	HoiH23_PlH23_009880
HoiH23_PlH23_006097	TrH2_TrispH2_009698
Tadh_TriadG54217	TrH2_TrispH2_009698
Tadh_TriadG54217	HoiH23_PlH23_006097
Tadh_TriadG54217	Hhon_g00597.t1
Hhon_g00597.t1	TrH2_TrispH2_009698
Hhon_g00597.t1	HoiH23_PlH23_006097
Hhon_g00598.t1	TrH2_TrispH2_009699
Hhon_g00598.t1	HoiH23_PlH23_006098
Tadh_TriadG63243	TrH2_TrispH2_009699
Tadh_TriadG63243	HoiH23_PlH23_006098
Tadh_TriadG63243	Hhon_g00598.t1
HoiH23_PlH23_006098	TrH2_TrispH2_009699
Hhon_g00599.t1	TrH2_TrispH2_009700
Hhon_g00599.t1	HoiH23_PlH23_006099
Tadh_wf_g2996	TrH2_TrispH2_009700
Tadh_wf_g2996	HoiH23_PlH23_006099
Tadh_wf_g2996	Hhon_g00599.t1
HoiH23_PlH23_006099	TrH2_TrispH2_009700
HoiH23_PlH23_006101	TrH2_TrispH2_009703
Tadh_wf_g2999	HoiH23_PlH23_006101
Tadh_wf_g2999	Hhon_g00601.t1
Tadh_wf_g2999	TrH2_TrispH2_009703
Hhon_g00601.t1	HoiH23_PlH23_006101
Hhon_g00601.t1	TrH2_TrispH2_009703
Hhon_g00602.t1	TrH2_TrispH2_009704
Hhon_g00602.t1	HoiH23_PlH23_006102
Tadh_TriadG54223	TrH2_TrispH2_009704
Tadh_TriadG54223	HoiH23_PlH23_006102
Tadh_TriadG54223	Hhon_g00602.t1
HoiH23_PlH23_006102	TrH2_TrispH2_009704
Hhon_g00603.t1	TrH2_TrispH2_009705
Hhon_g00603.t1	HoiH23_PlH23_006103
Tadh_TriadG23196	TrH2_TrispH2_009705
Tadh_TriadG23196	HoiH23_PlH23_006103
Tadh_TriadG23196	Hhon_g00603.t1
HoiH23_PlH23_006103	TrH2_TrispH2_009705
Hhon_g00604.t1	TrH2_TrispH2_009706
Hhon_g00604.t1	HoiH23_PlH23_006104
HoiH23_PlH23_006104	TrH2_TrispH2_009706
Tadh_TriadG54225	TrH2_TrispH2_009706
Tadh_TriadG54225	HoiH23_PlH23_006104
Tadh_TriadG54225	Hhon_g00604.t1
Hhon_g00605.t1	TrH2_TrispH2_009707
Hhon_g00605.t1	HoiH23_PlH23_006105
Tadh_TriadG22294	TrH2_TrispH2_009707
Tadh_TriadG22294	HoiH23_PlH23_006105
Tadh_TriadG22294	Hhon_g00605.t1
HoiH23_PlH23_006105	TrH2_TrispH2_009707
Hhon_g00606.t1	TrH2_TrispH2_009708
Hhon_g00606.t1	HoiH23_PlH23_006106
Tadh_TriadG63244	TrH2_TrispH2_009708
Tadh_TriadG63244	HoiH23_PlH23_006106
