Cragig_G12931	Procro_g24553
Cragig_G26222	Procro_g12205
Cragig_G33133	Procro_g12205
Cragig_G26222	Procro_g21158
Cragig_G33133	Procro_g21158
Cragig_G26222	Procro_g24542
Cragig_G33133	Procro_g24542
Cragig_G26222	Procro_g3399
Cragig_G33133	Procro_g3399
Cragig_G26222	Procro_g33090
Cragig_G33133	Procro_g33090
Cragig_G26222	Procro_g25212
Cragig_G33133	Procro_g25212
Cragig_G26222	Procro_g39770
Cragig_G33133	Procro_g39770
Cragig_G26222	Procro_g40591
Cragig_G33133	Procro_g40591
Cragig_G26222	Procro_g34557
Cragig_G33133	Procro_g34557
Cragig_G26222	Procro_g10241
Cragig_G33133	Procro_g10241
Cragig_G26222	Procro_g37158
Cragig_G33133	Procro_g37158
Cragig_G26222	Procro_g31805
Cragig_G33133	Procro_g31805
Cragig_G26222	Procro_g36649
Cragig_G33133	Procro_g36649
Cragig_G26222	Procro_g27105
Cragig_G33133	Procro_g27105
Cragig_G26222	Procro_g234
Cragig_G33133	Procro_g234
Cragig_G26222	Procro_g41376
Cragig_G33133	Procro_g41376
Cragig_G26222	Procro_g33367
Cragig_G33133	Procro_g33367
Cragig_G26222	Procro_g27171
Cragig_G26222	Procro_g21752
Cragig_G33133	Procro_g27171
Cragig_G33133	Procro_g21752
Cragig_G26222	Procro_g34788
Cragig_G33133	Procro_g34788
Cragig_G26222	Procro_g2379
Cragig_G33133	Procro_g2379
Cragig_G26222	Procro_g4286
Cragig_G33133	Procro_g4286
Cragig_G26222	Procro_g24035
Cragig_G33133	Procro_g24035
Cragig_G26222	Procro_g37683
Cragig_G33133	Procro_g37683
Cragig_G26222	Procro_g20105
Cragig_G33133	Procro_g20105
Cragig_G26222	Procro_g4264
Cragig_G33133	Procro_g4264
Cragig_G26222	Procro_g31081
Cragig_G33133	Procro_g31081
Cragig_G26222	Procro_g25834
Cragig_G33133	Procro_g25834
Procro_g9166	Cragig_G16896
Cragig_G33123	Procro_g30371
Cragig_G31347	Procro_g30371
Cragig_G31348	Procro_g30371
Cragig_G33123	Procro_g20542
Cragig_G31347	Procro_g20542
Cragig_G31348	Procro_g20542
Cragig_G33123	Procro_g24113
Cragig_G31347	Procro_g24113
Cragig_G31348	Procro_g24113
Cragig_G33123	Procro_g10241
Cragig_G31347	Procro_g10241
Cragig_G31348	Procro_g10241
Cragig_G33123	Procro_g25212
Cragig_G31347	Procro_g25212
Cragig_G31348	Procro_g25212
Cragig_G33123	Procro_g34557
Cragig_G31347	Procro_g34557
Cragig_G31348	Procro_g34557
Cragig_G33123	Procro_g2379
Cragig_G31347	Procro_g2379
Cragig_G31348	Procro_g2379
Cragig_G33123	Procro_g19661
Cragig_G31347	Procro_g19661
Cragig_G31348	Procro_g19661
Cragig_G33123	Procro_g39770
Cragig_G31347	Procro_g39770
Cragig_G31348	Procro_g39770
Cragig_G33123	Procro_g24974
Cragig_G31347	Procro_g24974
Cragig_G31348	Procro_g24974
Cragig_G33123	Procro_g23603
Cragig_G31347	Procro_g23603
Cragig_G31348	Procro_g23603
Cragig_G33123	Procro_g4286
Cragig_G31347	Procro_g4286
Cragig_G31348	Procro_g4286
Procro_g16130	Cragig_G26222
Procro_g16130	Cragig_G33133
Procro_g18123	Cragig_G26222
Procro_g18123	Cragig_G33133
Procro_g18123	Cragig_G18240
Cragig_G16896	Procro_g36649
Cragig_G16896	Procro_g24035
Cragig_G16896	Procro_g42471
Cragig_G16896	Procro_g9898
Cragig_G16896	Procro_g29821
Cragig_G16896	Procro_g42018
Cragig_G16896	Procro_g28749
Cragig_G16896	Procro_g22398
Cragig_G16896	Procro_g28332
Cragig_G16896	Procro_g24542
Procro_g17670	Cragig_G26222
Procro_g17670	Cragig_G33133
Procro_g17670	Cragig_G6028
Procro_g17670	Cragig_G29664
Cragig_G29664	Procro_g30371
Cragig_G29664	Procro_g10241
Cragig_G29664	Procro_g34557
Cragig_G29664	Procro_g27171
Cragig_G29664	Procro_g21752
Procro_g7966	Cragig_G26222
Procro_g7966	Cragig_G33133
Procro_g7966	Cragig_G16896
Procro_g17200	Cragig_G26222
Procro_g17200	Cragig_G33133
Procro_g41876	Cragig_G26222
Procro_g41876	Cragig_G33133
Procro_g4324	Cragig_G26222
Procro_g4324	Cragig_G33133
Procro_g6243	Cragig_G26222
Procro_g6243	Cragig_G33133
Procro_g6245	Cragig_G26222
Procro_g6245	Cragig_G33133
Procro_g10872	Cragig_G26222
Procro_g10872	Cragig_G33133
Procro_g10872	Cragig_G29664
Procro_g1080	Cragig_G26222
Procro_g1080	Cragig_G33133
Cragig_G31995	Procro_g30371
Cragig_G31995	Procro_g34498
Cragig_G31995	Procro_g20542
Cragig_G31995	Procro_g24113
Cragig_G31995	Procro_g34557
Cragig_G31995	Procro_g2379
Cragig_G31995	Procro_g22810
Cragig_G31995	Procro_g19661
Cragig_G31995	Procro_g23603
Cragig_G31995	Procro_g26485
Cragig_G31995	Procro_g4286
Cragig_G6028	Procro_g22810
Cragig_G6028	Procro_g19661
Cragig_G6028	Procro_g10241
Cragig_G6028	Procro_g24113
Cragig_G6028	Procro_g34557
Cragig_G7620	Procro_g24113
Cragig_G7620	Procro_g42471
Cragig_G7620	Procro_g9898
Cragig_G7620	Procro_g29821
Cragig_G7620	Procro_g24974
Procro_g7055	Cragig_G33627
Procro_g7055	Cragig_G16896
Procro_g7646	Cragig_G26222
Procro_g7646	Cragig_G33133
Procro_g5594	Cragig_G19985
Procro_g5594	Cragig_G31995
Procro_g5594	Cragig_G18240
Procro_g1456	Cragig_G19463
Procro_g1456	Cragig_G7620
Cragig_G33627	Procro_g19639
Cragig_G33627	Procro_g24113
Cragig_G33627	Procro_g42471
Cragig_G33627	Procro_g9898
Cragig_G33627	Procro_g29821
Procro_g6237	Cragig_G7620
Procro_g6237	Cragig_G33627
Procro_g14385	Cragig_G26222
Procro_g14385	Cragig_G33133
Cragig_G19463	Procro_g26916
Cragig_G19463	Procro_g6418
Cragig_G19463	Procro_g40077
Cragig_G19463	Procro_g3007
Cragig_G19463	Procro_g32012
Cragig_G19463	Procro_g42471
Cragig_G19463	Procro_g9898
Cragig_G19463	Procro_g29821
Cragig_G19463	Procro_g24974
Cragig_G18240	Procro_g30371
Cragig_G18240	Procro_g34498
Cragig_G18240	Procro_g20542
Cragig_G18240	Procro_g24113
Cragig_G18240	Procro_g19661
Cragig_G18240	Procro_g22810
Cragig_G18240	Procro_g10241
Cragig_G18240	Procro_g34557
Cragig_G18240	Procro_g2379
Cragig_G18240	Procro_g24035
Cragig_G18240	Procro_g23603
Cragig_G18240	Procro_g4286
Cragig_G19985	Procro_g30371
Cragig_G19985	Procro_g34498
Cragig_G19985	Procro_g20542
Cragig_G19985	Procro_g24113
Cragig_G19985	Procro_g19661
Cragig_G19985	Procro_g22810
Cragig_G19985	Procro_g10241
Cragig_G19985	Procro_g2379
Cragig_G19985	Procro_g4286
Cragig_G16809	Procro_g1189
Cragig_G5046	Procro_g31800
Cragig_G5046	Procro_g19002
Cragig_G5046	Procro_g11892
Cragig_G5046	Procro_g24871
Cragig_G5046	Procro_g35075
Cragig_G5046	Procro_g37912
Procro_g9910	Cragig_G5046
Cragig_G23749	Procro_g11906
Cragig_G4811	Procro_g24766
Cragig_G4811	Procro_g11908
Cragig_G11040	Procro_g1191
Cragig_G25608	Procro_g12000
Cragig_G25608	Procro_g24829
Cragig_G25611	Procro_g12001
Cragig_G26793	Procro_g12019
Cragig_G27839	Procro_g36579
Cragig_G27839	Procro_g1485
Cragig_G27839	Procro_g12041
Cragig_G25179	Procro_g12046
Cragig_G25187	Procro_g12046
Cragig_G1800	Procro_g12049
Procro_g9254	Cragig_G2486
Procro_g29092	Cragig_G2486
Cragig_G21711	Procro_g12064
Cragig_G31556	Procro_g12072
Cragig_G17134	Procro_g12082
Cragig_G17133	Procro_g12083
Cragig_G35275	Procro_g12085
Procro_g1769	Cragig_G29221
Cragig_G1337	Procro_g12122
Cragig_G28743	Procro_g37306
Cragig_G28743	Procro_g26904
Cragig_G28743	Procro_g34898
Cragig_G28743	Procro_g2621
Cragig_G28743	Procro_g24206
Cragig_G7576	Procro_g38961
Cragig_G7576	Procro_g15719
Cragig_G27542	Procro_g38961
Cragig_G27542	Procro_g15719
Cragig_G7576	Procro_g29602
Cragig_G27542	Procro_g29602
Cragig_G7576	Procro_g34324
Cragig_G27542	Procro_g34324
Cragig_G7576	Procro_g4086
Cragig_G27542	Procro_g4086
Cragig_G7576	Procro_g19894
Cragig_G27542	Procro_g19894
Cragig_G7576	Procro_g31200
Cragig_G27542	Procro_g31200
Cragig_G7576	Procro_g34706
Cragig_G27542	Procro_g34706
Cragig_G7576	Procro_g36191
Cragig_G27542	Procro_g36191
Cragig_G7576	Procro_g19113
Cragig_G27542	Procro_g19113
Cragig_G7576	Procro_g25027
Cragig_G27542	Procro_g25027
Cragig_G7576	Procro_g41692
Cragig_G27542	Procro_g41692
Cragig_G7576	Procro_g22494
Cragig_G27542	Procro_g22494
Cragig_G7576	Procro_g20839
Cragig_G27542	Procro_g20839
Cragig_G7576	Procro_g35613
Cragig_G27542	Procro_g35613
Cragig_G7576	Procro_g24256
Cragig_G27542	Procro_g24256
Cragig_G7576	Procro_g40095
Cragig_G27542	Procro_g40095
Cragig_G7576	Procro_g5239
Cragig_G27542	Procro_g5239
Cragig_G7576	Procro_g12840
Cragig_G27542	Procro_g12840
Cragig_G7576	Procro_g41552
Cragig_G27542	Procro_g41552
Cragig_G7576	Procro_g25083
Cragig_G27542	Procro_g25083
Cragig_G7576	Procro_g42759
Cragig_G27542	Procro_g42759
Cragig_G7576	Procro_g26904
Cragig_G27542	Procro_g26904
Cragig_G7576	Procro_g20979
Cragig_G27542	Procro_g20979
Cragig_G7576	Procro_g20375
Cragig_G27542	Procro_g20375
Cragig_G28656	Procro_g29989
Cragig_G28656	Procro_g12680
Cragig_G28656	Procro_g20375
Cragig_G20269	Procro_g34898
Cragig_G20269	Procro_g2621
Cragig_G20269	Procro_g25
Cragig_G20269	Procro_g1923
Cragig_G20269	Procro_g28757
Cragig_G20269	Procro_g20979
Cragig_G34275	Procro_g12680
Cragig_G34275	Procro_g20375
Cragig_G34275	Procro_g35748
Procro_g15514	Cragig_G34275
Procro_g15515	Cragig_G34275
Procro_g15514	Cragig_G7258
Procro_g15515	Cragig_G7258
Procro_g15514	Cragig_G526
Procro_g15514	Cragig_G32884
Procro_g15514	Cragig_G10352
Procro_g15514	Cragig_G8849
Procro_g15514	Cragig_G27752
Procro_g15515	Cragig_G526
Procro_g15515	Cragig_G32884
Procro_g15515	Cragig_G10352
Procro_g15515	Cragig_G8849
Procro_g15515	Cragig_G27752
Procro_g15514	Cragig_G7168
Procro_g15515	Cragig_G7168
Procro_g15514	Cragig_G34242
Procro_g15514	Cragig_G11921
Procro_g15515	Cragig_G34242
Procro_g15515	Cragig_G11921
Procro_g15514	Cragig_G8684
Procro_g15515	Cragig_G8684
Procro_g15514	Cragig_G6677
Procro_g15514	Cragig_G8942
Procro_g15515	Cragig_G6677
Procro_g15515	Cragig_G8942
Procro_g15514	Cragig_G18371
Procro_g15515	Cragig_G18371
Procro_g15514	Cragig_G7160
Procro_g15515	Cragig_G7160
Procro_g15514	Cragig_G8558
Procro_g15515	Cragig_G8558
Procro_g15514	Cragig_G7049
Procro_g15515	Cragig_G7049
Procro_g15514	Cragig_G14174
Procro_g15515	Cragig_G14174
Procro_g15514	Cragig_G7834
Procro_g15515	Cragig_G7834
Procro_g15514	Cragig_G16436
Procro_g15515	Cragig_G16436
Procro_g15514	Cragig_G41
Procro_g15515	Cragig_G41
Procro_g15514	Cragig_G5590
Procro_g15515	Cragig_G5590
Procro_g15514	Cragig_G28926
Procro_g15515	Cragig_G28926
Procro_g15514	Cragig_G3515
Procro_g15515	Cragig_G3515
Procro_g15514	Cragig_G34115
Procro_g15515	Cragig_G34115
Procro_g15514	Cragig_G11920
Procro_g15515	Cragig_G11920
Procro_g15514	Cragig_G33105
Procro_g15515	Cragig_G33105
Procro_g15514	Cragig_G34434
Procro_g15515	Cragig_G34434
Procro_g15514	Cragig_G8665
Procro_g15515	Cragig_G8665
Procro_g15514	Cragig_G9498
Procro_g15515	Cragig_G9498
Procro_g15514	Cragig_G28656
Procro_g15515	Cragig_G28656
Procro_g15514	Cragig_G8548
Procro_g15515	Cragig_G8548
Procro_g15810	Cragig_G6677
Procro_g15810	Cragig_G8942
Procro_g15810	Cragig_G18371
Procro_g15810	Cragig_G28926
Procro_g15810	Cragig_G7160
Procro_g15810	Cragig_G3515
Procro_g15810	Cragig_G8558
Procro_g15810	Cragig_G7576
Procro_g15810	Cragig_G27542
Procro_g15810	Cragig_G34474
Procro_g15810	Cragig_G13896
Procro_g15810	Cragig_G18317
Procro_g15810	Cragig_G33187
Procro_g15810	Cragig_G19100
Procro_g15810	Cragig_G25482
Procro_g15810	Cragig_G14780
Procro_g15810	Cragig_G29713
Procro_g15810	Cragig_G12315
Procro_g15810	Cragig_G5177
Procro_g15810	Cragig_G28772
Procro_g15810	Cragig_G7049
Procro_g15810	Cragig_G18327
Procro_g15810	Cragig_G7093
Procro_g17265	Cragig_G16436
Procro_g17265	Cragig_G18302
Procro_g17265	Cragig_G2376
Procro_g17265	Cragig_G27478
Procro_g17265	Cragig_G7093
Procro_g10368	Cragig_G16436
Procro_g10368	Cragig_G18302
Procro_g10368	Cragig_G2376
Procro_g10368	Cragig_G27478
Procro_g10368	Cragig_G7093
Cragig_G9498	Procro_g12680
Cragig_G9498	Procro_g20375
Procro_g7309	Cragig_G7160
Procro_g7309	Cragig_G18317
Procro_g7309	Cragig_G33187
Procro_g7309	Cragig_G7576
Procro_g7309	Cragig_G27542
Procro_g7309	Cragig_G6486
Procro_g7309	Cragig_G31528
Procro_g7309	Cragig_G14203
Procro_g7309	Cragig_G31497
Procro_g7309	Cragig_G33958
Procro_g7309	Cragig_G6298
Procro_g7309	Cragig_G3730
Procro_g7309	Cragig_G13905
Procro_g7309	Cragig_G2376
Cragig_G41	Procro_g20375
Cragig_G41	Procro_g29989
Cragig_G41	Procro_g12680
Cragig_G3515	Procro_g20375
Cragig_G3515	Procro_g27768
Cragig_G3515	Procro_g35831
Cragig_G3515	Procro_g25270
Cragig_G3515	Procro_g12680
Cragig_G3515	Procro_g35390
Cragig_G3515	Procro_g4999
Cragig_G3515	Procro_g22034
Cragig_G3515	Procro_g39823
Cragig_G3515	Procro_g29989
Cragig_G27478	Procro_g12504
Cragig_G27478	Procro_g41913
Cragig_G27478	Procro_g41914
Cragig_G27478	Procro_g30892
Cragig_G27478	Procro_g35793
Cragig_G27478	Procro_g30625
Cragig_G27478	Procro_g36214
Cragig_G27478	Procro_g25
Cragig_G27478	Procro_g4825
Cragig_G27478	Procro_g26091
Cragig_G34115	Procro_g12680
Cragig_G34115	Procro_g20375
Cragig_G34115	Procro_g29989
Cragig_G34115	Procro_g35831
Procro_g16012	Cragig_G6677
Procro_g16012	Cragig_G8942
Procro_g16012	Cragig_G18371
Procro_g16012	Cragig_G28926
Procro_g16012	Cragig_G7160
Procro_g16012	Cragig_G3515
Procro_g16012	Cragig_G8558
Procro_g16012	Cragig_G18317
Procro_g16012	Cragig_G33187
Procro_g16012	Cragig_G7093
Procro_g16012	Cragig_G28772
Procro_g16012	Cragig_G18327
Cragig_G33214	Procro_g41913
Cragig_G33214	Procro_g41914
Cragig_G33214	Procro_g30892
Cragig_G33214	Procro_g35793
Cragig_G33214	Procro_g30625
Cragig_G33214	Procro_g36214
Cragig_G33214	Procro_g2621
Procro_g4999	Cragig_G526
Procro_g4999	Cragig_G32884
Procro_g4999	Cragig_G10352
Procro_g4999	Cragig_G8849
Procro_g4999	Cragig_G27752
Procro_g4999	Cragig_G9913
Procro_g4999	Cragig_G11590
Procro_g4999	Cragig_G16436
Cragig_G19100	Procro_g2621
Cragig_G25482	Procro_g2621
Cragig_G14780	Procro_g2621
Cragig_G29713	Procro_g2621
Cragig_G12315	Procro_g2621
Cragig_G5177	Procro_g2621
Cragig_G19100	Procro_g40095
Cragig_G25482	Procro_g40095
Cragig_G14780	Procro_g40095
Cragig_G29713	Procro_g40095
Cragig_G12315	Procro_g40095
Cragig_G5177	Procro_g40095
Cragig_G19100	Procro_g19113
Cragig_G25482	Procro_g19113
Cragig_G14780	Procro_g19113
Cragig_G29713	Procro_g19113
Cragig_G12315	Procro_g19113
Cragig_G5177	Procro_g19113
Cragig_G19100	Procro_g21976
Cragig_G25482	Procro_g21976
Cragig_G14780	Procro_g21976
Cragig_G29713	Procro_g21976
Cragig_G12315	Procro_g21976
Cragig_G5177	Procro_g21976
Cragig_G19100	Procro_g20979
Cragig_G25482	Procro_g20979
Cragig_G14780	Procro_g20979
Cragig_G29713	Procro_g20979
Cragig_G12315	Procro_g20979
Cragig_G5177	Procro_g20979
Cragig_G33105	Procro_g11307
Cragig_G33105	Procro_g34253
Cragig_G33105	Procro_g2121
Cragig_G33105	Procro_g38660
Cragig_G33105	Procro_g12680
Cragig_G33105	Procro_g20375
Cragig_G5590	Procro_g12680
Cragig_G5590	Procro_g20375
Cragig_G5590	Procro_g29989
Cragig_G8548	Procro_g20375
Cragig_G8548	Procro_g29989
Cragig_G8548	Procro_g12680
Procro_g17782	Cragig_G13896
Cragig_G33836	Procro_g25393
Procro_g15638	Cragig_G6677
Procro_g15638	Cragig_G8942
Procro_g15638	Cragig_G526
Procro_g15638	Cragig_G32884
Procro_g15638	Cragig_G10352
Procro_g15638	Cragig_G8849
Procro_g15638	Cragig_G27752
Procro_g15638	Cragig_G3515
Procro_g15638	Cragig_G16436
Procro_g15638	Cragig_G8558
Procro_g15638	Cragig_G7258
Procro_g15638	Cragig_G18371
Procro_g15638	Cragig_G7160
Cragig_G2376	Procro_g26588
Cragig_G2376	Procro_g27768
Cragig_G2376	Procro_g1923
Cragig_G2376	Procro_g25
Cragig_G2376	Procro_g35748
Cragig_G2376	Procro_g21975
Cragig_G2376	Procro_g26091
Cragig_G2376	Procro_g35613
Cragig_G2376	Procro_g24256
Cragig_G2376	Procro_g31073
Cragig_G2376	Procro_g37306
Cragig_G2376	Procro_g26904
Procro_g14721	Cragig_G34242
Procro_g14721	Cragig_G11921
Procro_g14721	Cragig_G526
Procro_g14721	Cragig_G32884
Procro_g14721	Cragig_G10352
Procro_g14721	Cragig_G8849
Procro_g14721	Cragig_G27752
Procro_g14721	Cragig_G7834
Procro_g14721	Cragig_G8665
Procro_g14721	Cragig_G8684
Cragig_G7160	Procro_g38961
Cragig_G7160	Procro_g15719
Cragig_G7160	Procro_g40292
Cragig_G7160	Procro_g29602
Cragig_G7160	Procro_g34324
Cragig_G7160	Procro_g4086
Cragig_G7160	Procro_g29989
Cragig_G7160	Procro_g12680
Cragig_G7160	Procro_g20375
Cragig_G7160	Procro_g20839
Cragig_G7160	Procro_g2864
Cragig_G7160	Procro_g40462
Cragig_G7160	Procro_g35613
Cragig_G7160	Procro_g24256
Cragig_G7160	Procro_g27768
Cragig_G7160	Procro_g35831
Cragig_G7160	Procro_g35390
Cragig_G7160	Procro_g25270
Cragig_G7160	Procro_g4999
Cragig_G7160	Procro_g22034
Cragig_G7160	Procro_g11307
Cragig_G7160	Procro_g34253
Cragig_G7160	Procro_g2121
Cragig_G7160	Procro_g38660
Cragig_G7160	Procro_g13057
Cragig_G28772	Procro_g28215
Cragig_G28772	Procro_g327
Cragig_G28772	Procro_g2581
Cragig_G28772	Procro_g40095
Cragig_G28772	Procro_g25393
Cragig_G28772	Procro_g24206
Cragig_G28772	Procro_g25488
Cragig_G28772	Procro_g2621
Cragig_G28772	Procro_g34898
Cragig_G6313	Procro_g38961
Cragig_G6313	Procro_g15719
Cragig_G6313	Procro_g40292
Cragig_G6313	Procro_g29602
Cragig_G6313	Procro_g34324
Cragig_G6313	Procro_g4086
Cragig_G6313	Procro_g12504
Cragig_G6313	Procro_g41913
Cragig_G6313	Procro_g41914
Cragig_G6313	Procro_g30892
Cragig_G6313	Procro_g35793
Cragig_G6313	Procro_g30625
Cragig_G6313	Procro_g36214
Cragig_G6313	Procro_g36191
Cragig_G6313	Procro_g19894
Cragig_G6313	Procro_g31200
Cragig_G6313	Procro_g22494
Cragig_G6313	Procro_g34706
Cragig_G6313	Procro_g41692
Cragig_G6313	Procro_g25393
Cragig_G6313	Procro_g35748
Cragig_G6313	Procro_g35388
Cragig_G6313	Procro_g374
Cragig_G6313	Procro_g10210
Cragig_G6313	Procro_g25
Cragig_G6313	Procro_g1923
Cragig_G6313	Procro_g20979
Cragig_G6313	Procro_g2621
Cragig_G6313	Procro_g28215
Cragig_G6313	Procro_g21975
Cragig_G6313	Procro_g32276
Procro_g7733	Cragig_G6313
Procro_g7733	Cragig_G33891
Procro_g7733	Cragig_G9913
Procro_g7733	Cragig_G11590
Procro_g7733	Cragig_G6486
Procro_g7733	Cragig_G6036
Procro_g7733	Cragig_G27478
Procro_g7733	Cragig_G22440
Procro_g7733	Cragig_G29029
Procro_g7733	Cragig_G2376
Procro_g7733	Cragig_G33214
Procro_g7733	Cragig_G6961
Procro_g7733	Cragig_G19100
Procro_g7733	Cragig_G25482
Procro_g7733	Cragig_G14780
Procro_g7733	Cragig_G29713
Procro_g7733	Cragig_G12315
Procro_g7733	Cragig_G5177
Procro_g7733	Cragig_G20269
Procro_g7733	Cragig_G31528
Procro_g7733	Cragig_G14203
Procro_g7733	Cragig_G31497
Procro_g7733	Cragig_G33958
Procro_g7733	Cragig_G6298
Cragig_G10748	Procro_g25393
Cragig_G13905	Procro_g2581
Cragig_G13905	Procro_g25488
Cragig_G13905	Procro_g24206
Cragig_G13905	Procro_g28215
Cragig_G13905	Procro_g2621
Cragig_G13905	Procro_g34898
Cragig_G13905	Procro_g20839
Cragig_G13905	Procro_g2864
Cragig_G13905	Procro_g40462
Cragig_G13905	Procro_g35613
Cragig_G13905	Procro_g24256
Cragig_G13905	Procro_g35748
Cragig_G13905	Procro_g29901
Cragig_G13905	Procro_g21975
Cragig_G13905	Procro_g26091
Cragig_G13905	Procro_g24913
Cragig_G7093	Procro_g10183
Cragig_G33891	Procro_g12504
Cragig_G33891	Procro_g41913
Cragig_G33891	Procro_g41914
Cragig_G33891	Procro_g30892
Cragig_G33891	Procro_g35793
Cragig_G33891	Procro_g30625
Cragig_G33891	Procro_g36214
Cragig_G33891	Procro_g374
Cragig_G33891	Procro_g10210
Cragig_G33891	Procro_g25
Cragig_G33891	Procro_g1923
Cragig_G33891	Procro_g20979
Cragig_G33891	Procro_g32276
Cragig_G6961	Procro_g3748
Cragig_G6961	Procro_g23749
Cragig_G6961	Procro_g19113
Cragig_G6961	Procro_g25027
Cragig_G6961	Procro_g21976
Cragig_G6961	Procro_g26904
Cragig_G6961	Procro_g35388
Cragig_G6961	Procro_g42759
Cragig_G6961	Procro_g12840
Cragig_G6961	Procro_g41552
Cragig_G6961	Procro_g25083
Cragig_G6961	Procro_g5239
Cragig_G6961	Procro_g29901
Cragig_G6961	Procro_g4825
Cragig_G6961	Procro_g26091
Cragig_G6961	Procro_g11373
Cragig_G6961	Procro_g10545
Cragig_G6961	Procro_g1081
Cragig_G6961	Procro_g17006
Cragig_G6961	Procro_g8831
Cragig_G6961	Procro_g14367
Cragig_G6961	Procro_g24332
Cragig_G6961	Procro_g27761
Cragig_G6961	Procro_g36203
Cragig_G11920	Procro_g29989
Cragig_G11920	Procro_g12680
Cragig_G11920	Procro_g20375
Cragig_G11920	Procro_g35831
Cragig_G8665	Procro_g25
Cragig_G8665	Procro_g1923
Cragig_G8665	Procro_g28757
Cragig_G8665	Procro_g25393
Cragig_G8665	Procro_g38961
Cragig_G8665	Procro_g15719
Cragig_G8665	Procro_g29602
Cragig_G8665	Procro_g11307
Cragig_G8665	Procro_g34253
Cragig_G8665	Procro_g2121
Cragig_G8665	Procro_g38660
Cragig_G8665	Procro_g13057
Cragig_G8665	Procro_g10183
Cragig_G8665	Procro_g12984
Cragig_G8665	Procro_g12680
Cragig_G8665	Procro_g20375
Cragig_G8665	Procro_g40292
Cragig_G9913	Procro_g35390
Cragig_G11590	Procro_g35390
Cragig_G9913	Procro_g25270
Cragig_G11590	Procro_g25270
Cragig_G9913	Procro_g35831
Cragig_G11590	Procro_g35831
Cragig_G9913	Procro_g22034
Cragig_G11590	Procro_g22034
Cragig_G9913	Procro_g41913
Cragig_G9913	Procro_g41914
Cragig_G11590	Procro_g41913
Cragig_G11590	Procro_g41914
Cragig_G9913	Procro_g30892
Cragig_G11590	Procro_g30892
Cragig_G9913	Procro_g35793
Cragig_G11590	Procro_g35793
Cragig_G9913	Procro_g30625
Cragig_G11590	Procro_g30625
Cragig_G9913	Procro_g36214
Cragig_G11590	Procro_g36214
Cragig_G9913	Procro_g28215
Cragig_G11590	Procro_g28215
Cragig_G9913	Procro_g327
Cragig_G11590	Procro_g327
Cragig_G9913	Procro_g2581
Cragig_G11590	Procro_g2581
Cragig_G9913	Procro_g34898
Cragig_G11590	Procro_g34898
Cragig_G9913	Procro_g2621
Cragig_G11590	Procro_g2621
Cragig_G9913	Procro_g24206
Cragig_G11590	Procro_g24206
Cragig_G9913	Procro_g25488
Cragig_G11590	Procro_g25488
Cragig_G9913	Procro_g25
Cragig_G11590	Procro_g25
Cragig_G9913	Procro_g1923
Cragig_G11590	Procro_g1923
Cragig_G9913	Procro_g20979
Cragig_G11590	Procro_g20979
Cragig_G9913	Procro_g24913
Cragig_G11590	Procro_g24913
Procro_g7369	Cragig_G7093
Procro_g7369	Cragig_G34242
Procro_g7369	Cragig_G11921
Procro_g7369	Cragig_G526
Procro_g7369	Cragig_G32884
Procro_g7369	Cragig_G10352
Procro_g7369	Cragig_G8849
Procro_g7369	Cragig_G27752
Procro_g7369	Cragig_G18371
Procro_g7369	Cragig_G7834
Procro_g7369	Cragig_G8665
Procro_g7369	Cragig_G8684
Cragig_G33851	Procro_g374
Cragig_G33851	Procro_g10210
Cragig_G33851	Procro_g21975
Cragig_G33851	Procro_g37306
Cragig_G33851	Procro_g26904
Cragig_G33851	Procro_g2621
Procro_g8106	Cragig_G16436
Procro_g8106	Cragig_G18302
Procro_g8106	Cragig_G2376
Procro_g8106	Cragig_G27478
Procro_g8106	Cragig_G7093
Cragig_G14174	Procro_g20375
Procro_g40065	Cragig_G20269
Procro_g14823	Cragig_G20269
Procro_g2934	Cragig_G20269
Procro_g40065	Cragig_G9913
Procro_g40065	Cragig_G11590
Procro_g14823	Cragig_G9913
Procro_g14823	Cragig_G11590
Procro_g2934	Cragig_G9913
Procro_g2934	Cragig_G11590
Cragig_G7049	Procro_g20375
Cragig_G7049	Procro_g29989
Cragig_G19048	Procro_g28215
Cragig_G3730	Procro_g31200
Cragig_G3730	Procro_g41692
Cragig_G3730	Procro_g22494
Cragig_G3730	Procro_g34706
Cragig_G3730	Procro_g19894
Cragig_G3730	Procro_g36191
Cragig_G3730	Procro_g35748
Cragig_G3730	Procro_g374
Cragig_G3730	Procro_g10210
Cragig_G3730	Procro_g20839
Cragig_G3730	Procro_g2864
Cragig_G3730	Procro_g40462
Cragig_G3730	Procro_g35613
Cragig_G3730	Procro_g24256
Cragig_G3730	Procro_g12136
Cragig_G3730	Procro_g37306
Cragig_G3730	Procro_g31073
Cragig_G3730	Procro_g26904
Cragig_G3730	Procro_g25393
Cragig_G9431	Procro_g29989
Procro_g14456	Cragig_G6961
Procro_g14456	Cragig_G7576
Procro_g14456	Cragig_G27542
Cragig_G13896	Procro_g19113
Cragig_G13896	Procro_g25027
Cragig_G13896	Procro_g40095
